Source System Name,Source System Acronym,Table Name,Table Description,ColumnNames,ColumnAcronyms,DataTypes,Nullability,ColumnDescription
Drilling Operations Database,DOD,OperationalRiskAssessments_Drilling,Risk assessments for drilling operations focusing on operational and environmental risks.,Risk_Review_Comments,RiskReviewComments,TEXT,NULLABLE,Comments or feedback from the risk review.
Drilling Operations Database,DOD,OperationalRiskAssessments_Drilling,Risk assessments for drilling operations focusing on operational and environmental risks.,Created_By,CreatedBy,TEXT,NOT NULLABLE,Person who created the risk assessment.
Drilling Operations Database,DOD,OperationalRiskAssessments_Drilling,Risk assessments for drilling operations focusing on operational and environmental risks.,Created_Date,CreatedDate,DATETIME,NOT NULLABLE,Date when the risk assessment was created.
Drilling Operations Database,DOD,OperationalRiskAssessments_Drilling,Risk assessments for drilling operations focusing on operational and environmental risks.,Last_Modified_By,LastModifiedBy,TEXT,NOT NULLABLE,Person who last modified the risk assessment.
Drilling Operations Database,DOD,OperationalRiskAssessments_Drilling,Risk assessments for drilling operations focusing on operational and environmental risks.,Last_Modified_Date,LastModifiedDate,DATETIME,NOT NULLABLE,Date when the risk assessment was last modified.
Drilling Operations Database,DOD,DrillingEfficiencyMetrics,Metrics evaluating the efficiency of drilling operations including rate of penetration.,Source System Name,SSN,TEXT,NOT NULLABLE,The name of the source system
Drilling Operations Database,DOD,DrillingEfficiencyMetrics,Metrics evaluating the efficiency of drilling operations including rate of penetration.,Source System Acronym,SSA,TEXT,NOT NULLABLE,The acronym of the source system
Drilling Operations Database,DOD,DrillingEfficiencyMetrics,Metrics evaluating the efficiency of drilling operations including rate of penetration.,Table Name,TN,TEXT,NOT NULLABLE,The name of the table
Drilling Operations Database,DOD,DrillingEfficiencyMetrics,Metrics evaluating the efficiency of drilling operations including rate of penetration.,Table Description,TD,TEXT,NOT NULLABLE,The description of the table
Drilling Operations Database,DOD,DrillingEfficiencyMetrics,Metrics evaluating the efficiency of drilling operations including rate of penetration.,Data Type,DT,TEXT,NOT NULLABLE,The data type of the column
Drilling Operations Database,DOD,DrillingEfficiencyMetrics,Metrics evaluating the efficiency of drilling operations including rate of penetration.,Nullability,NB,TEXT,NOT NULLABLE,Indicates if the column allows null values or not
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Source System Name,SSN,TEXT,NOT NULLABLE,The name of the source system.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Source System Acronym,SSA,TEXT,NOT NULLABLE,The acronym of the source system.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Table Name,TN,TEXT,NOT NULLABLE,The name of the table.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Table Description,TD,TEXT,NOT NULLABLE,The description of the table.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Logistics Record ID,LRI,NUMBER,NOT NULLABLE,The unique ID of the logistics record.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Supply Chain ID,SCI,NUMBER,NULLABLE,The unique ID of the supply chain.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Drilling Operation ID,DOI,NUMBER,NULLABLE,The unique ID of the drilling operation.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Logistics Type,LT,TEXT,NOT NULLABLE,The type of logistics record.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Logistics Date,LD,DATETIME,NOT NULLABLE,The date of the logistics record.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Supplier ID,SI,NUMBER,NULLABLE,The unique ID of the supplier.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Supplier Name,SN,TEXT,NULLABLE,The name of the supplier.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Delivery Address,DA,TEXT,NULLABLE,The delivery address.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Shipping Method,SM,TEXT,NULLABLE,The method of shipping.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Shipping Cost,SC,NUMBER,NULLABLE,The cost of shipping.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Received Date,RD,DATETIME,NULLABLE,The date when the item was received.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Storage Location,SL,TEXT,NULLABLE,The location where the item is stored.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Quantity Ordered,QO,NUMBER,NULLABLE,The quantity ordered.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Quantity Delivered,QD,NUMBER,NULLABLE,The quantity delivered.
Drilling Operations Database,DOD,SupplyChainLogistics_Drilling,Logistics records for the supply chain related to drilling operations.,Quantity Rejected,QR,NUMBER,NULLABLE,The quantity rejected.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Source System Name,SSN,TEXT,NOT NULLABLE,The name of the source system.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Source System Acronym,SSA,TEXT,NOT NULLABLE,The acronym of the source system.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Table Name,TN,TEXT,NOT NULLABLE,The name of the table.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Table Description,TD,TEXT,NOT NULLABLE,The description of the table.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Record ID,RID,NUMBER,NOT NULLABLE,The unique identifier for each record.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Project Name,PN,TEXT,NULLABLE,The name of the drilling project.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Permit Number,PN,TEXT,NULLABLE,The number of the drilling permit.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Condition Details,CD,TEXT,NULLABLE,Details of the conditions specified in the drilling permit.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Compliance Status,CS,TEXT,NULLABLE,The compliance status of the drilling permit.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Reported Date,RD,DATETIME,NULLABLE,The date when the compliance was reported.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Inspection Date,ID,DATETIME,NULLABLE,The date of the compliance inspection.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Final Approval Date,FAD,DATETIME,NULLABLE,The date when the final approval was granted.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Penalties Applied,PA,TEXT,NULLABLE,Details of any penalties applied.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Penalty Amount,PA,NUMBER,NULLABLE,The amount of penalties applied.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Violation Type,VT,TEXT,NULLABLE,The type of violation
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Violation Details,VD,TEXT,NULLABLE,Details of any violations.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Reporting Frequency,RF,TEXT,NULLABLE,The frequency of reporting compliance.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Reporting Unit,RU,TEXT,NULLABLE,The reporting unit for compliance.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Primary Contact,PC,TEXT,NULLABLE,The primary contact for the drilling operations.
Drilling Operations Database,DOD,DrillingPermitCompliance,Records of compliance with drilling permits including conditions and reporting.,Secondary Contact,SC,TEXT,NULLABLE,The secondary contact for the drilling operations.
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore ID,WID,NUMBER,NOT NULLABLE,Unique identifier for each wellbore
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore Number,WN,NUMBER,NOT NULLABLE,Number assigned to each wellbore
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore Name,WNM,TEXT,NULLABLE,Name given to each wellbore
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore Type,WT,TEXT,NULLABLE,Indicates the type of wellbore
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore Depth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Wellbore Deviation,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Azimuth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Inclination,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Measured Depth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,True Vertical Depth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Kickoff Depth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Final Depth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Build Rate,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Drop Rate,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Dog Leg Severity,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Target Depth,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Distance from Start Point,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Eastings,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Northings,NULLABLE,NUMBER
Drilling Operations Database,DOD,WellBoreTrajectoryData,Data on the trajectory of wellbores including deviations and directional drilling details.,Elevation,NULLABLE,NUMBER
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Review ID,ReviewID,NUMBER,NOT NULLABLE,Unique identifier for each review
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Drilling Well ID,WellID,NUMBER,NOT NULLABLE,Identifier for the drilling well associated with the review
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Reviewer Name,ReviewerName,TEXT,NOT NULLABLE,Name of the person conducting the review
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Review Date,ReviewDate,DATETIME,NOT NULLABLE,Date when the review was conducted
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Review Type,ReviewType,TEXT,NOT NULLABLE,Type of review conducted (e.g. operational
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Review Outcome,ReviewOutcome,TEXT,NOT NULLABLE,Outcome of the review (e.g. successful
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Review Notes,ReviewNotes,TEXT,NULLABLE,Additional notes or comments from the reviewer
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Operation Success,OpSuccess,BOOLEAN,NOT NULLABLE,Indicator of whether the drilling operation was successful
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Challenges Identified,Challenges,TEXT,NULLABLE,Description of the challenges identified during the review
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Lessons Learned,Lessons,TEXT,NULLABLE,Key lessons learned from the review
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Operational Efficiency,NULLABLE,NUMBER
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Safety Concerns,SafetyConcerns,TEXT,NULLABLE,Description of any safety concerns raised during the review
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Personnel Involved,Personnel,TEXT,NULLABLE,Name(s) of personnel involved in the drilling operation being reviewed
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Equipment Used,Equipment,TEXT,NULLABLE,Equipment used during the drilling operation being reviewed
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Data Quality,NULLABLE,NUMBER
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Environmental Impact,EnvImpact,TEXT,NULLABLE,Description of any environmental impact or considerations during the drilling operation
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Drilling Techniques,DrillingTechniques,TEXT,NULLABLE,Description of drilling techniques utilized in the operation
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Geoformation Analysis,Geoformation,TEXT,NULLABLE,Analysis of geological formations encountered during the drilling operation
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Project Duration,ProjectDuration,NUMBER,NULLABLE,Duration of the drilling project in days
Drilling Operations Database,DOD,DrillingOperationalReviews,"Reviews of drilling operations including successes, challenges, and lessons learned.",Cost Analysis,NULLABLE,NUMBER
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Evaluation ID,EVAL_ID,NUMBER,NOT NULLABLE,Unique identifier for each evaluation
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Rig ID,RIG_ID,NUMBER,NOT NULLABLE,Identifier for the drilling rig
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Evaluation Date,EVAL_DATE,DATETIME,NOT NULLABLE,Date when the evaluation took place
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Crew ID,CREW_ID,NUMBER,NOT NULLABLE,Identifier for the crew being evaluated
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Safety Rating,SAFETY_RATING,NUMBER,NULLABLE,Rating for the safety practices of the crew
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Efficiency Rating,EFFICIENCY_RATING,NUMBER,NULLABLE,Rating for the efficiency of the crew
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Supervisor ID,SUPERVISOR_ID,NUMBER,NOT NULLABLE,Identifier for the supervisor conducting the evaluation
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Overall Rating,OVERALL_RATING,NUMBER,NULLABLE,Overall rating for the crew's performance
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Comments,COMMENTS,TEXT,NULLABLE,Comments or notes about the evaluation
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Safety Violations,SAFETY_VIOLATIONS,NUMBER,NULLABLE,Number of safety violations observed during the evaluation
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Accidents,ACCIDENTS,NUMBER,NULLABLE,Number of accidents occurred during the evaluation
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Tool Maintenance,TOOL_MAINTENANCE,NUMBER,NULLABLE,Rating for the crew's tool maintenance
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Teamwork,TEAMWORK,NUMBER,NULLABLE,Rating for the crew's teamwork
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Communication,COMMUNICATION,NUMBER,NULLABLE,Rating for the crew's communication skills
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Decision Making,DECISION_MAKING,NUMBER,NULLABLE,Rating for the crew's decision-making abilities
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Problem Solving,PROBLEM_SOLVING,NUMBER,NULLABLE,Rating for the crew's problem-solving skills
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Punctuality,PUNCTUALITY,NUMBER,NULLABLE,Rating for the crew's punctuality
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Attendance,ATTENDANCE,NUMBER,NULLABLE,Rating for the crew's attendance
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Training Needs,TRAINING_NEEDS,NUMBER,NULLABLE,Rating for the crew's training requirements
Drilling Operations Database,DOD,CrewPerformanceEvaluations,Evaluations of crew performance on drilling rigs including safety and efficiency.,Performance Improvement,PERFORMANCE_IMPROVEMENT,NUMBER,NULLABLE,Rating for the crew's performance improvement potential
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,ID,ID,NUMBER,NOT NULLABLE,Unique identifier for each record
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Technology Name,TechName,TEXT,NOT NULLABLE,Name of the technology applied in drilling operations
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Technology Description,TechDesc,TEXT,NULLABLE,Description of the technology and its impact on drilling operations
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Category,Category,TEXT,NULLABLE,Category or type of the technology (e.g. drilling fluid
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Innovation Type,InnoType,TEXT,NULLABLE,Type of innovation (e.g. incremental
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Implementation Date,ImplDate,DATETIME,NULLABLE,Date when the technology was implemented in drilling operations
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Company Name,CompanyName,TEXT,NULLABLE,Name of the company responsible for the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Technology Owner,Owner,TEXT,NULLABLE,Name of the individual or department responsible for the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Cost Savings,CostSavings,NULLABLE,NULL
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Performance Improvements,PerfImprovements,NULLABLE,NULL
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Operational Impact,OperImpact,TEXT,NULLABLE,Description of the operational impact of the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Success Rate,SuccessRate,NULLABLE,NULL
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Challenges,Challenges,TEXT,NULLABLE,Challenges faced during the implementation of the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Lessons Learned,LessonsLearned,TEXT,NULLABLE,Lessons learned during the implementation process
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Best Practices,BestPractices,TEXT,NULLABLE,Best practices identified for the implementation of the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Regulatory Compliance,RegCompliance,TEXT,NULLABLE,Regulatory compliance requirements associated with the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Safety Considerations,SafetyConsiderations,TEXT,NULLABLE,Safety considerations related to the technology implementation
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Environmental Impact,EnvImpact,TEXT,NULLABLE,Environmental impact assessment of the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Patent Status,PatentStatus,TEXT,NULLABLE,Status of any patents associated with the technology
Drilling Operations Database,DOD,DrillingTechnologyInnovations,Records of new technologies applied in drilling operations and their impact.,Notes,Notes,TEXT,NULLABLE,Additional notes or comments on the technology and its impact.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Report ID,REP_ID,NUMBER,NOT NULLABLE,A unique identifier for each environmental monitoring report.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Site ID,SITE_ID,NUMBER,NOT NULLABLE,A unique identifier for each drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Report Date,REP_DATE,DATETIME,NOT NULLABLE,The date the environmental monitoring report was generated.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Report Type,REP_TYPE,TEXT,NOT NULLABLE,The type of environmental monitoring report (e.g.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Quality Monitoring,WM,TEXT,NULLABLE,Indicates if water quality monitoring was conducted for the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Air Quality Monitoring,AM,TEXT,NULLABLE,Indicates if air quality monitoring was conducted for the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water pH,PH,NUMBER,NULLABLE,The pH level of the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Temperature,TEMP,NUMBER,NULLABLE,The temperature of the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Turbidity,TURB,NUMBER,NULLABLE,The turbidity level of the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Conductivity,COND,NUMBER,NULLABLE,The conductivity level of the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Nitrate,NITRATE,NUMBER,NULLABLE,The nitrate level in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Nitrite,NITRITE,NUMBER,NULLABLE,The nitrite level in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Ammonia,AMMONIA,NUMBER,NULLABLE,The ammonia level in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Total Dissolved Solids,TDS,NUMBER,NULLABLE,The total dissolved solids level in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Total Suspended Solids,TSS,NUMBER,NULLABLE,The total suspended solids level in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Total Coliform,T_COLIFORM,NUMBER,NULLABLE,The total coliform count in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Water Nitrate-Nitrite,NIT_NITRITE,NUMBER,NULLABLE,The nitrate-nitrite level in the water at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Air Particulate Matter,PM,NUMBER,NULLABLE,The level of particulate matter in the air at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Air Volatile Organic Compounds,VOC,NUMBER,NULLABLE,The level of volatile organic compounds in the air at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Air Carbon Monoxide,CO,NUMBER,NULLABLE,The level of carbon monoxide in the air at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Air Sulfur Dioxide,SO2,NUMBER,NULLABLE,The level of sulfur dioxide in the air at the drilling site.
Drilling Operations Database,DOD,EnvironmentalMonitoringReports_Drilling,Environmental monitoring reports specific to drilling sites including water and air quality.,Air Nitrogen Dioxide,NO2,NUMBER,NULLABLE,The level of nitrogen dioxide in the air at the drilling site.
Refining Process Information System,RPIS,CrudeAssayAnalysis,Detailed analysis of crude oil properties to guide refining processes.,Source System Name,SSN,TEXT,NOT NULLABLE,Name of the source system
Refining Process Information System,RPIS,CrudeAssayAnalysis,Detailed analysis of crude oil properties to guide refining processes.,Source System Acronym,SSA,TEXT,NOT NULLABLE,Acronym of the source system
